RTO4_14354	None
RTO4_11972	GO:0006810
RTO4_11972	GO:0006915
RTO4_11972	GO:0030176
RTO4_11972	GO:0005634
RTO4_11972	GO:0002119
RTO4_11972	GO:0008340
RTO4_16346	GO:0005515
RTO4_16346	GO:0006631
RTO4_16346	GO:0006625
RTO4_16346	GO:0005053
RTO4_16346	GO:0005634
RTO4_16346	GO:0005829
RTO4_16346	GO:0005777
RTO4_16346	GO:0016560
RTO4_16346	GO:0016558
RTO4_16346	GO:0006909
RTO4_16346	GO:0007031
RTO4_16346	GO:0001764
RTO4_16346	GO:0001958
RTO4_16346	GO:0005782
RTO4_16346	GO:0006635
RTO4_16346	GO:0008611
RTO4_16346	GO:0019899
RTO4_16346	GO:0042803
RTO4_16346	GO:0005737
RTO4_16346	GO:0006810
RTO4_16346	GO:0015031
RTO4_16345	GO:0052855
RTO4_16345	GO:0005829
RTO4_16345	GO:0047453
RTO4_16345	GO:0046496
RTO4_16345	GO:0003674
RTO4_16345	GO:0005515
RTO4_16345	GO:0005524
RTO4_16345	GO:0005575
RTO4_16345	GO:0005759
RTO4_16345	GO:0008150
RTO4_16345	GO:0034356
RTO4_16345	GO:0000166
RTO4_16345	GO:0005783
RTO4_16345	GO:0016829
RTO4_16345	GO:0005737
RTO4_16345	GO:0009507
RTO4_11784	None
RTO4_9139	GO:0016021
RTO4_9139	GO:0022857
RTO4_9139	GO:0055085
RTO4_14490	GO:0003676
RTO4_15979	GO:0030134
RTO4_15979	GO:0030173
RTO4_15979	GO:0005789
RTO4_15979	GO:0006888
RTO4_15979	GO:0003674
RTO4_15979	GO:0022008
RTO4_15979	GO:0012505
RTO4_15979	GO:0005783
RTO4_15979	GO:0005794
RTO4_15979	GO:0016020
RTO4_15979	GO:2000269
RTO4_15979	GO:0016021
RTO4_15979	GO:0006810
RTO4_15979	GO:0000139
RTO4_15979	GO:0015031
RTO4_15979	GO:0016192
RTO4_9973	None
RTO4_13225	None
RTO4_13650	None
RTO4_10928	None
RTO4_10080	GO:0005575
RTO4_10080	GO:0003674
RTO4_10080	GO:0008150
RTO4_10080	GO:0005515
RTO4_10080	GO:0005634
RTO4_10080	GO:0009792
RTO4_11539	GO:0000981
RTO4_11539	GO:0005634
RTO4_11539	GO:0006355
RTO4_11539	GO:0008270
RTO4_16487	None
RTO4_13732	GO:0003674
RTO4_13732	GO:0005575
RTO4_13732	GO:0008150
RTO4_13732	GO:0005515
RTO4_13732	GO:0005739
RTO4_13732	GO:0005743
RTO4_13732	GO:0006915
RTO4_13732	GO:0016021
RTO4_13732	GO:0070062
RTO4_13732	GO:0016020
RTO4_14211	None
RTO4_16484	GO:0004788
RTO4_16484	GO:0005524
RTO4_16484	GO:0009229
RTO4_16484	GO:0030975
RTO4_16484	GO:0006772
RTO4_16484	GO:0005737
RTO4_16484	GO:0005829
RTO4_16484	GO:0016301
RTO4_16484	GO:0016310
RTO4_16484	GO:0042723
RTO4_16484	GO:0000166
RTO4_16484	GO:0016740
RTO4_16484	GO:0008340
RTO4_16484	GO:0009792
RTO4_14201	GO:0005737
RTO4_14201	GO:0008150
RTO4_14201	GO:0003674
RTO4_14201	GO:0005634
RTO4_12228	None
RTO4_13607	GO:0016491
RTO4_13607	GO:0016706
RTO4_13607	GO:0055114
RTO4_13607	GO:0005634
RTO4_13607	GO:0005654
RTO4_13607	GO:0006307
RTO4_13607	GO:0008198
RTO4_13607	GO:0015630
RTO4_13607	GO:0035511
RTO4_13607	GO:0043734
RTO4_13607	GO:0051747
RTO4_13607	GO:0070989
RTO4_13607	GO:0080111
RTO4_13607	GO:0103053
RTO4_13607	GO:0006281
RTO4_13607	GO:0006974
RTO4_13607	GO:0046872
RTO4_13607	GO:0051213
RTO4_16666	GO:0008686
RTO4_16666	GO:0009231
RTO4_16666	GO:0005634
RTO4_16666	GO:0005829
RTO4_16666	GO:0005758
RTO4_16666	GO:0097311
RTO4_16666	GO:0009060
RTO4_16666	GO:0046872
RTO4_16666	GO:0016829
RTO4_16666	GO:0009507
RTO4_16666	GO:0016020
RTO4_16666	GO:0009570
RTO4_16671	GO:0003674
RTO4_16671	GO:0005575
RTO4_16671	GO:0008150
RTO4_8500	GO:0005525
RTO4_8500	GO:0070787
RTO4_8500	GO:0032168
RTO4_8500	GO:0030448
RTO4_8500	GO:0005737
RTO4_8500	GO:0005634
RTO4_8500	GO:0030428
RTO4_8500	GO:0000144
RTO4_8500	GO:0031105
RTO4_8500	GO:0001411
RTO4_8500	GO:0005829
RTO4_8500	GO:0000131
RTO4_8500	GO:0000281
RTO4_8500	GO:0034613
RTO4_8500	GO:0070273
RTO4_8500	GO:0005198
RTO4_8500	GO:0010314
RTO4_8500	GO:0005935
RTO4_8500	GO:0005940
RTO4_8500	GO:0000910
RTO4_8500	GO:0000166
RTO4_8500	GO:0031107
RTO4_8500	GO:0000921
RTO4_8500	GO:0001400
RTO4_8500	GO:0005619
RTO4_8500	GO:0005628
RTO4_8500	GO:0032160
RTO4_8500	GO:0007049
RTO4_8500	GO:0045171
RTO4_8500	GO:0032154
RTO4_8500	GO:0042803
RTO4_8500	GO:0003924
RTO4_8500	GO:0070938
RTO4_8500	GO:0003779
RTO4_8500	GO:0008017
RTO4_8500	GO:0007349
RTO4_8500	GO:0000915
RTO4_8500	GO:0006915
RTO4_8500	GO:0043065
RTO4_8500	GO:0031625
RTO4_8500	GO:0005875
RTO4_8500	GO:0005886
RTO4_8500	GO:0005739
RTO4_8500	GO:0000775
RTO4_8500	GO:0000776
RTO4_8500	GO:0001725
RTO4_8500	GO:0005515
RTO4_8500	GO:0005694
RTO4_8500	GO:0005856
RTO4_8500	GO:0005913
RTO4_8500	GO:0005929
RTO4_8500	GO:0005930
RTO4_8500	GO:0005938
RTO4_8500	GO:0007067
RTO4_8500	GO:0015629
RTO4_8500	GO:0015630
RTO4_8500	GO:0016020
RTO4_8500	GO:0030865
RTO4_8500	GO:0031270
RTO4_8500	GO:0032156
RTO4_8500	GO:0042802
RTO4_8500	GO:0042995
RTO4_8500	GO:0043005
RTO4_8500	GO:0043209
RTO4_8500	GO:0043234
RTO4_8500	GO:0043679
RTO4_8500	GO:0044297
RTO4_8500	GO:0045202
RTO4_8500	GO:0046982
RTO4_8500	GO:0048668
RTO4_8500	GO:0051291
RTO4_8500	GO:0051301
RTO4_8500	GO:0060997
RTO4_8500	GO:0070062
RTO4_8500	GO:0097227
RTO4_8500	GO:0097730
RTO4_8500	GO:0098641
RTO4_8500	GO:1902857
RTO4_8500	GO:0030011
RTO4_8500	GO:0009791
RTO4_8500	GO:0018991
RTO4_8500	GO:0030496
RTO4_8500	GO:0040011
RTO4_8500	GO:0000003
RTO4_8500	GO:0002119
RTO4_8500	GO:0009792
RTO4_8500	GO:0030163
RTO4_8500	GO:0040035
RTO4_13594	GO:0005515
RTO4_13594	GO:0005509
RTO4_13594	GO:0030479
RTO4_13594	GO:0043332
RTO4_13594	GO:0005934
RTO4_13594	GO:0005935
RTO4_13594	GO:0043130
RTO4_13594	GO:0032467
RTO4_13594	GO:0032880
RTO4_13594	GO:0044396
RTO4_13594	GO:0006897
RTO4_13594	GO:0030968
RTO4_13594	GO:0045893
RTO4_13594	GO:0007269
RTO4_13594	GO:0048488
RTO4_13594	GO:0006898
RTO4_13594	GO:0045746
RTO4_13594	GO:0008582
RTO4_13594	GO:0008021
RTO4_13594	GO:0019233
RTO4_13594	GO:0005737
RTO4_13594	GO:0001921
RTO4_13594	GO:0005829
RTO4_13594	GO:0005886
RTO4_13594	GO:0005905
RTO4_13594	GO:0005913
RTO4_13594	GO:0006895
RTO4_13594	GO:0007173
RTO4_13594	GO:0008283
RTO4_13594	GO:0009925
RTO4_13594	GO:0015031
RTO4_13594	GO:0016020
RTO4_13594	GO:0016050
RTO4_13594	GO:0016235
RTO4_13594	GO:0016324
RTO4_13594	GO:0017124
RTO4_13594	GO:0019065
RTO4_13594	GO:0030122
RTO4_13594	GO:0031593
RTO4_13594	GO:0031901
RTO4_13594	GO:0032456
RTO4_13594	GO:0042059
RTO4_13594	GO:0042127
RTO4_13594	GO:0042802
RTO4_13594	GO:0043231
RTO4_13594	GO:0046718
RTO4_13594	GO:0048268
RTO4_13594	GO:0060170
RTO4_13594	GO:0061024
RTO4_13594	GO:0098609
RTO4_13594	GO:0098641
RTO4_13594	GO:0005634
RTO4_13594	GO:0030132
RTO4_13594	GO:0005768
RTO4_13594	GO:0005769
RTO4_13594	GO:0006810
RTO4_13594	GO:0030136
RTO4_13594	GO:0046872
RTO4_13594	GO:0007268
RTO4_13594	GO:0030424
RTO4_13594	GO:0045202
RTO4_13594	GO:0040011
RTO4_12731	GO:0008483
RTO4_12731	GO:0030170
RTO4_12731	GO:0009102
RTO4_12731	GO:0005575
RTO4_12728	None
RTO4_8919	GO:0008152
RTO4_8919	GO:0016787
RTO4_8919	GO:0005575
RTO4_8919	GO:0005634
RTO4_8920	GO:0005786
RTO4_8920	GO:0006614
RTO4_8920	GO:0008312
RTO4_8920	GO:0030942
RTO4_8920	GO:0048500
RTO4_8920	GO:0006616
RTO4_8920	GO:0030529
RTO4_8920	GO:0005737
RTO4_8920	GO:0005634
RTO4_8920	GO:0003723
RTO4_8921	GO:0045454
RTO4_16581	GO:0005743
RTO4_16581	GO:0006850
RTO4_16581	GO:0003674
RTO4_16581	GO:0050833
RTO4_16581	GO:1902361
RTO4_16581	GO:0031305
RTO4_16581	GO:0006090
RTO4_16581	GO:0005739
RTO4_16581	GO:0005575
RTO4_16581	GO:0008150
RTO4_16581	GO:0061732
RTO4_16581	GO:0006810
RTO4_16581	GO:0016020
RTO4_16581	GO:0016021
RTO4_16581	GO:0009507
RTO4_16581	GO:0005774
RTO4_16581	GO:0005886
RTO4_15003	GO:0004222
RTO4_15003	GO:0006508
RTO4_15003	GO:0016020
RTO4_12534	GO:0003676
RTO4_12534	GO:0008270
RTO4_12534	GO:0003723
RTO4_12534	GO:0004652
RTO4_12534	GO:0034459
RTO4_12534	GO:0030674
RTO4_12534	GO:0071035
RTO4_12534	GO:0071037
RTO4_12534	GO:0071039
RTO4_12534	GO:0043629
RTO4_12534	GO:0006400
RTO4_12534	GO:0071036
RTO4_12534	GO:0071031
RTO4_12534	GO:0071038
RTO4_12534	GO:0005730
RTO4_12534	GO:0031499
RTO4_12534	GO:0043633
RTO4_12534	GO:0005634
RTO4_12534	GO:0046872
RTO4_12534	GO:0005737
RTO4_9750	GO:0005515
RTO4_9750	GO:0005634
RTO4_9750	GO:0005794
RTO4_9750	GO:0005829
RTO4_9750	GO:0003674
RTO4_9750	GO:0008150
RTO4_9750	GO:0045927
RTO4_9750	GO:0035332
RTO4_9750	GO:0007517
RTO4_9750	GO:0007062
RTO4_9750	GO:0016321
RTO4_9750	GO:0061781
RTO4_9750	GO:0019233
RTO4_9750	GO:0005700
RTO4_9750	GO:0005654
RTO4_9750	GO:0005737
RTO4_9750	GO:0007275
RTO4_9750	GO:0016363
RTO4_9750	GO:0016567
RTO4_9750	GO:0016604
RTO4_9750	GO:0043234
RTO4_9750	GO:0080008
RTO4_12549	None
RTO4_15601	None
RTO4_15578	GO:0003676
RTO4_15578	GO:0005524
RTO4_15578	GO:0008026
RTO4_15578	GO:0003678
RTO4_15578	GO:0005634
RTO4_15578	GO:0007129
RTO4_15578	GO:0007131
RTO4_15578	GO:0006268
RTO4_15578	GO:0000166
RTO4_15578	GO:0004386
RTO4_15578	GO:0000712
RTO4_15578	GO:0004004
RTO4_15578	GO:0007283
RTO4_15578	GO:0010501
RTO4_15578	GO:0016787
RTO4_15578	GO:0030154
RTO4_15578	GO:0048477
RTO4_15578	GO:0051321
RTO4_15578	GO:0007126
RTO4_15578	GO:0003677
RTO4_15578	GO:0046872
RTO4_12941	GO:0006281
RTO4_12941	GO:0008270
RTO4_12941	GO:0000439
RTO4_12941	GO:0006289
RTO4_12941	GO:0006351
RTO4_12941	GO:0005634
RTO4_12941	GO:0005829
RTO4_12941	GO:0061630
RTO4_12941	GO:0005675
RTO4_12941	GO:0000112
RTO4_12941	GO:0070816
RTO4_12941	GO:0006366
RTO4_12941	GO:0006355
RTO4_12941	GO:0046872
RTO4_12941	GO:0001111
RTO4_12941	GO:0001113
RTO4_12941	GO:0006367
RTO4_12941	GO:0000990
RTO4_12941	GO:0000438
RTO4_12941	GO:0000717
RTO4_12941	GO:0002031
RTO4_12941	GO:0003676
RTO4_12941	GO:0003700
RTO4_12941	GO:0005515
RTO4_12941	GO:0005654
RTO4_12941	GO:0005669
RTO4_12941	GO:0006283
RTO4_12941	GO:0006293
RTO4_12941	GO:0006294
RTO4_12941	GO:0006295
RTO4_12941	GO:0006296
RTO4_12941	GO:0006357
RTO4_12941	GO:0006361
RTO4_12941	GO:0006362
RTO4_12941	GO:0006363
RTO4_12941	GO:0006368
RTO4_12941	GO:0006370
RTO4_12941	GO:0006412
RTO4_12941	GO:0006468
RTO4_12941	GO:0008135
RTO4_12941	GO:0009411
RTO4_12941	GO:0016607
RTO4_12941	GO:0033683
RTO4_12941	GO:0047485
RTO4_12941	GO:0070911
RTO4_12941	GO:0004672
RTO4_12941	GO:0008094
RTO4_12941	GO:0008353
RTO4_12941	GO:0006974
RTO4_12941	GO:0016567
RTO4_12941	GO:0002119
RTO4_12941	GO:0009792
RTO4_12941	GO:0010171
RTO4_12941	GO:0040011
RTO4_16580	GO:0005829
RTO4_16580	GO:0016279
RTO4_16580	GO:0071885
RTO4_16580	GO:0000183
RTO4_16580	GO:0018027
RTO4_16580	GO:0018013
RTO4_16580	GO:0005737
RTO4_16580	GO:0008168
RTO4_16580	GO:0008757
RTO4_16580	GO:0032259
RTO4_16580	GO:0016740
RTO4_10238	GO:0004725
RTO4_10238	GO:0034599
RTO4_10238	GO:0005737
RTO4_10238	GO:0006470
RTO4_10238	GO:0035335
RTO4_10238	GO:0004721
RTO4_10238	GO:0016787
RTO4_10716	GO:0009116
RTO4_10716	GO:0004588
RTO4_10716	GO:0006207
RTO4_10716	GO:0006139
RTO4_10716	GO:0005634
RTO4_10716	GO:0005829
RTO4_10716	GO:0097311
RTO4_10716	GO:0046132
RTO4_10716	GO:0008150
RTO4_10716	GO:0003674
RTO4_10716	GO:0005575
RTO4_10716	GO:0005737
RTO4_10716	GO:0006221
RTO4_10716	GO:0016740
RTO4_10716	GO:0044205
RTO4_10716	GO:0016757
RTO4_10716	GO:0006222
RTO4_10716	GO:0009792
RTO4_11846	GO:0016772
RTO4_9863	None
RTO4_11174	None
RTO4_11171	GO:0008233
RTO4_11171	GO:0006508
RTO4_11171	GO:0005783
RTO4_11171	GO:0006623
RTO4_11171	GO:0004181
RTO4_11171	GO:0005737
RTO4_11171	GO:0005886
RTO4_11171	GO:0005887
RTO4_11171	GO:0006760
RTO4_11171	GO:0008652
RTO4_11171	GO:0009986
RTO4_11171	GO:0016020
RTO4_11171	GO:0016805
RTO4_11171	GO:0035609
RTO4_11171	GO:0046872
RTO4_11171	GO:0070062
RTO4_11171	GO:1904492
RTO4_11171	GO:1904493
RTO4_11171	GO:0004180
RTO4_11171	GO:0008236
RTO4_11171	GO:0008237
RTO4_11171	GO:0008239
RTO4_11171	GO:0016021
RTO4_11171	GO:0042135
RTO4_11171	GO:0050129
RTO4_11171	GO:0003824
RTO4_11171	GO:0008152
RTO4_11171	GO:0016787
RTO4_11171	GO:0043065
RTO4_11171	GO:0006810
RTO4_11171	GO:0015031
RTO4_11171	GO:0003674
RTO4_11171	GO:0004177
RTO4_11171	GO:0005773
RTO4_9777	None
RTO4_9864	GO:0016021
RTO4_9864	GO:0055085
RTO4_15428	GO:0016021
RTO4_14232	GO:0006508
RTO4_14232	GO:0008236
RTO4_14232	GO:0004252
RTO4_14232	GO:0070008
RTO4_14232	GO:0052689
RTO4_14232	GO:0005515
RTO4_14232	GO:0005634
RTO4_14232	GO:0005737
RTO4_14232	GO:0016020
RTO4_14232	GO:0004175
RTO4_14232	GO:0008233
RTO4_14232	GO:0016787
RTO4_14232	GO:0019538
RTO4_14232	GO:0042277
RTO4_14232	GO:0009507
RTO4_10572	GO:0003855
RTO4_10572	GO:0009073
RTO4_10572	GO:0019631
RTO4_10572	GO:0005575
RTO4_16416	None
RTO4_16055	GO:0005488
RTO4_16177	None
RTO4_14230	GO:0016020
RTO4_14230	GO:0016021
RTO4_14230	GO:0005743
RTO4_14230	GO:0005886
RTO4_14230	GO:0051082
RTO4_14230	GO:0033617
RTO4_14230	GO:0015232
RTO4_14230	GO:0008535
RTO4_14230	GO:0042331
RTO4_14230	GO:0007632
RTO4_14230	GO:0002168
RTO4_14230	GO:0009060
RTO4_14230	GO:0022008
RTO4_14230	GO:0004129
RTO4_14230	GO:0005515
RTO4_14230	GO:0005746
RTO4_14230	GO:0006119
RTO4_14230	GO:0006754
RTO4_14230	GO:0055114
RTO4_14230	GO:1902600
RTO4_14230	GO:0005739
RTO4_14922	GO:0003950
RTO4_14922	GO:0016881
RTO4_14922	GO:0005575
RTO4_14922	GO:0008150
RTO4_14922	GO:0003674
RTO4_14922	GO:0005515
RTO4_14922	GO:0005524
RTO4_14922	GO:0005634
RTO4_14922	GO:0005886
RTO4_14922	GO:0016567
RTO4_14922	GO:0061631
RTO4_14922	GO:0000166
RTO4_14922	GO:0016740
RTO4_10821	GO:0004553
RTO4_10821	GO:0005576
RTO4_10821	GO:0005975
RTO4_10821	GO:0030248
RTO4_11005	GO:0005575
RTO4_11005	GO:0003674
RTO4_11005	GO:0008150
RTO4_10933	GO:0005515
RTO4_10933	GO:0003714
RTO4_10933	GO:0004602
RTO4_10933	GO:0051219
RTO4_10933	GO:0005634
RTO4_10933	GO:0005829
RTO4_10933	GO:0010044
RTO4_10933	GO:0042994
RTO4_10933	GO:0032447
RTO4_10933	GO:0006808
RTO4_10933	GO:0008104
RTO4_10933	GO:0005737
RTO4_10933	GO:0018833
RTO4_10933	GO:0006749
RTO4_10933	GO:0008150
RTO4_10933	GO:0045456
RTO4_10933	GO:0042632
RTO4_10933	GO:0006979
RTO4_10933	GO:0009408
RTO4_10933	GO:0022008
RTO4_10933	GO:0019233
RTO4_10933	GO:0003676
RTO4_10933	GO:0043295
RTO4_10933	GO:0007095
RTO4_10933	GO:0070374
RTO4_10933	GO:0046579
RTO4_10933	GO:0098869
RTO4_10933	GO:0055114
RTO4_10933	GO:0016491
RTO4_10933	GO:0051220
RTO4_10933	GO:1903507
RTO4_10933	GO:0042128
RTO4_9335	GO:2001070
RTO4_9335	GO:0030246
RTO4_12551	GO:0003935
RTO4_12551	GO:0009231
RTO4_12551	GO:0006771
RTO4_12551	GO:0019238
RTO4_12551	GO:0005634
RTO4_12551	GO:0005829
RTO4_12551	GO:0005737
RTO4_12551	GO:0046872
RTO4_12551	GO:0000166
RTO4_12551	GO:0005525
RTO4_12551	GO:0016787
RTO4_9679	GO:0005634
RTO4_9679	GO:0005737
RTO4_9679	GO:0043248
RTO4_9679	GO:0006511
RTO4_9679	GO:0006974
RTO4_9679	GO:0003674
RTO4_9679	GO:0005829
RTO4_9679	GO:0000502
RTO4_9679	GO:0032436
RTO4_9679	GO:0006508
RTO4_9679	GO:0043161
RTO4_9679	GO:0005515
RTO4_9679	GO:0005783
RTO4_9679	GO:0016607
RTO4_9679	GO:0031090
RTO4_9679	GO:0016020
RTO4_9679	GO:0043231
RTO4_9679	GO:0005739
RTO4_10863	None
RTO4_11572	None
RTO4_11573	GO:0004519
RTO4_11573	GO:0006289
RTO4_11573	GO:0009411
RTO4_11573	GO:0000720
RTO4_11573	GO:0005575
RTO4_11570	GO:0016021
RTO4_11570	GO:0055085
RTO4_11570	GO:0003674
RTO4_13326	GO:0003924
RTO4_13326	GO:0005525
RTO4_13326	GO:0006413
RTO4_13326	GO:0003743
RTO4_13326	GO:0005622
RTO4_13326	GO:0008270
RTO4_13326	GO:0000049
RTO4_13326	GO:0032543
RTO4_13326	GO:0005634
RTO4_13326	GO:0071944
RTO4_13326	GO:0005739
RTO4_13326	GO:0005654
RTO4_13326	GO:0006446
RTO4_13326	GO:0008135
RTO4_13326	GO:0032790
RTO4_13326	GO:0043024
RTO4_13326	GO:0070124
RTO4_13326	GO:0000166
RTO4_13326	GO:0003723
RTO4_13326	GO:0006412
RTO4_13326	GO:0009507
RTO4_13326	GO:0009941
RTO4_13326	GO:0009570
RTO4_13326	GO:0006898
RTO4_16330	GO:0010309
RTO4_16330	GO:0055114
RTO4_16330	GO:0005634
RTO4_16330	GO:0010308
RTO4_16330	GO:0019509
RTO4_16330	GO:0005737
RTO4_16330	GO:0016491
RTO4_16330	GO:0005886
RTO4_16330	GO:0006555
RTO4_16330	GO:0005515
RTO4_16330	GO:0046872
RTO4_16330	GO:0008652
RTO4_16330	GO:0009086
RTO4_16330	GO:0016020
RTO4_16330	GO:0051213
RTO4_16330	GO:0005506
RTO4_16330	GO:0016702
RTO4_16330	GO:0000003
RTO4_16330	GO:0009792
RTO4_8710	None
RTO4_14715	None
RTO4_10730	None
RTO4_15378	None
RTO4_13900	GO:0016787
RTO4_13900	GO:0005634
RTO4_13900	GO:0005829
RTO4_13900	GO:0035870
RTO4_13900	GO:0036218
RTO4_13900	GO:0047840
RTO4_13900	GO:0036220
RTO4_13900	GO:0036217
RTO4_13900	GO:0036222
RTO4_13900	GO:0036219
RTO4_13900	GO:0036221
RTO4_13900	GO:0004170
RTO4_13900	GO:0008828
RTO4_13900	GO:0009213
RTO4_13900	GO:0009217
RTO4_13900	GO:0047429
RTO4_13900	GO:0009143
RTO4_13900	GO:0048812
RTO4_13900	GO:0000166
RTO4_13900	GO:0005737
RTO4_13900	GO:0006193
RTO4_13900	GO:0035529
RTO4_13900	GO:0046872
RTO4_13900	GO:0051276
RTO4_13900	GO:0055086
RTO4_13900	GO:0004551
RTO4_13900	GO:0009117
RTO4_13900	GO:0009204
RTO4_13896	None
RTO4_8388	GO:0000160
RTO4_8388	GO:0000155
RTO4_8388	GO:0007165
RTO4_8388	GO:0016020
RTO4_8388	GO:0005515
RTO4_8388	GO:0016310
RTO4_8388	GO:0016772
RTO4_8388	GO:0004871
RTO4_10493	GO:0003674
RTO4_10493	GO:0008150
RTO4_10493	GO:0005575
RTO4_10534	None
RTO4_12456	None
RTO4_10540	GO:0003824
RTO4_10540	GO:0009058
RTO4_10540	GO:0006644
RTO4_10540	GO:0004105
RTO4_10540	GO:0005575
RTO4_10540	GO:0005635
RTO4_10540	GO:0006657
RTO4_10540	GO:0006656
RTO4_10540	GO:0016779
RTO4_10540	GO:0008340
RTO4_10540	GO:0006897
RTO4_10540	GO:0001654
RTO4_10540	GO:0007476
RTO4_10540	GO:0042067
RTO4_10540	GO:0048477
RTO4_10540	GO:0005634
RTO4_10540	GO:0005737
RTO4_10540	GO:0001541
RTO4_10540	GO:0005789
RTO4_10540	GO:0007283
RTO4_10540	GO:0005783
RTO4_10540	GO:0006629
RTO4_10540	GO:0008654
RTO4_10540	GO:0016740
RTO4_10540	GO:0016020
RTO4_10540	GO:0005794
RTO4_10540	GO:0002119
RTO4_10540	GO:0010171
RTO4_10540	GO:0030163
RTO4_10540	GO:0040011
RTO4_10540	GO:0043652
RTO4_11479	GO:0003674
RTO4_11479	GO:0005575
RTO4_11479	GO:0008150
RTO4_14284	None
RTO4_15469	GO:0070191
RTO4_15469	GO:0005634
RTO4_15469	GO:0005829
RTO4_15469	GO:0034599
RTO4_15469	GO:0005737
RTO4_15469	GO:0016491
RTO4_15469	GO:0033745
RTO4_15469	GO:0055114
RTO4_14285	None
RTO4_15467	GO:0003723
RTO4_15467	GO:0005730
RTO4_15467	GO:0030529
RTO4_15467	GO:0042254
RTO4_15467	GO:0034511
RTO4_15467	GO:0030621
RTO4_15467	GO:0032040
RTO4_15467	GO:0031428
RTO4_15467	GO:0046540
RTO4_15467	GO:0000462
RTO4_15467	GO:0000398
RTO4_15467	GO:0030532
RTO4_15467	GO:0007399
RTO4_15467	GO:0007422
RTO4_15467	GO:0005681
RTO4_15467	GO:0003729
RTO4_15467	GO:0071011
RTO4_15467	GO:0060415
RTO4_15467	GO:0010608
RTO4_15467	GO:0045727
RTO4_15467	GO:0000470
RTO4_15467	GO:0001651
RTO4_15467	GO:0005515
RTO4_15467	GO:0005634
RTO4_15467	GO:0005654
RTO4_15467	GO:0006364
RTO4_15467	GO:0007338
RTO4_15467	GO:0030490
RTO4_15467	GO:0030622
RTO4_15467	GO:0034512
RTO4_15467	GO:0043234
RTO4_15467	GO:0051117
RTO4_15467	GO:0030515
RTO4_15467	GO:0005886
RTO4_15467	GO:0008380
RTO4_15467	GO:0006397
RTO4_15467	GO:0000003
RTO4_15467	GO:0002119
RTO4_15467	GO:0006898
RTO4_15467	GO:0009792
RTO4_15467	GO:0010171
RTO4_12821	GO:0008152
RTO4_12821	GO:0016491
RTO4_12821	GO:0071949
RTO4_12821	GO:0005575
RTO4_12821	GO:0008150
RTO4_12821	GO:0003674
RTO4_12821	GO:0005829
RTO4_16694	None
RTO4_13748	GO:0003674
RTO4_13748	GO:0005575
RTO4_13748	GO:0008150
RTO4_13748	GO:0006457
RTO4_13748	GO:0045041
RTO4_13748	GO:0051537
RTO4_13748	GO:0003756
RTO4_13748	GO:0016972
RTO4_13748	GO:0005758
RTO4_13748	GO:0031305
RTO4_13748	GO:0005515
RTO4_13748	GO:0005739
RTO4_13748	GO:0015035
RTO4_13748	GO:0022417
RTO4_13748	GO:0051084
RTO4_13748	GO:0055114
RTO4_13748	GO:0006810
RTO4_13748	GO:0015031
RTO4_13748	GO:0016491
RTO4_13748	GO:0034599
RTO4_13748	GO:0043504
RTO4_13748	GO:0046825
RTO4_13748	GO:0072655
RTO4_13748	GO:1901857
RTO4_13748	GO:0016020
RTO4_13748	GO:0005743
RTO4_13748	GO:0016021
RTO4_13748	GO:0009507
RTO4_13749	None
RTO4_14288	GO:0003899
RTO4_14288	GO:0006351
RTO4_14288	GO:0005829
RTO4_14288	GO:0005666
RTO4_14288	GO:0000790
RTO4_14288	GO:0001056
RTO4_14288	GO:0001023
RTO4_14288	GO:0042797
RTO4_14288	GO:0003677
RTO4_14288	GO:0022008
RTO4_14288	GO:0005654
RTO4_14288	GO:0005813
RTO4_14288	GO:0006139
RTO4_14288	GO:0006383
RTO4_14288	GO:0006384
RTO4_14288	GO:0032481
RTO4_14288	GO:0043231
RTO4_14288	GO:0045087
RTO4_14288	GO:0051607
RTO4_14288	GO:0002376
RTO4_14288	GO:0005634
RTO4_14288	GO:0000003
RTO4_14288	GO:0002119
RTO4_14288	GO:0006898
RTO4_14288	GO:0008406
RTO4_14288	GO:0016477
RTO4_14288	GO:0040035
RTO4_13960	GO:0004026
RTO4_13960	GO:0006066
RTO4_12388	GO:0016021
RTO4_12388	GO:0055085
RTO4_12388	GO:0003674
RTO4_12387	GO:0005634
RTO4_12387	GO:0005829
RTO4_12387	GO:0005886
RTO4_12387	GO:0003674
RTO4_12387	GO:0008150
RTO4_12387	GO:0055085
RTO4_12387	GO:0000002
RTO4_12387	GO:0006864
RTO4_12387	GO:0070838
RTO4_12387	GO:0015218
RTO4_12387	GO:0005739
RTO4_12387	GO:0006839
RTO4_12387	GO:0031966
RTO4_12387	GO:0048311
RTO4_12387	GO:0006390
RTO4_12387	GO:0007005
RTO4_12387	GO:0045333
RTO4_12387	GO:0040011
RTO4_12387	GO:0030302
RTO4_12387	GO:0005743
RTO4_12387	GO:0016021
RTO4_12387	GO:0051881
RTO4_12387	GO:0002082
RTO4_12387	GO:0006264
RTO4_12387	GO:0008284
RTO4_12387	GO:0030307
RTO4_12387	GO:0031930
RTO4_12387	GO:0032869
RTO4_12387	GO:0034551
RTO4_12387	GO:0071156
RTO4_12387	GO:1903426
RTO4_12387	GO:1990314
RTO4_12387	GO:1990519
RTO4_12387	GO:0006810
RTO4_12387	GO:0016020
